In Cart,Recommendation,Support,Confidence,Lift
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + computers.peripherals.keyboard,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.iron + computers.peripherals.keyboard + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.iron + computers.peripherals.keyboard + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + appliances.iron + computers.peripherals.keyboard + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + appliances.iron + computers.peripherals.keyboard + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,appliances.iron + computers.peripherals.keyboard + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,appliances.iron + electronics.smartphone + computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + appliances.kitchen.washer + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.iron + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + appliances.kitchen.washer + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.iron + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + appliances.iron + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.iron + computers.network.router + computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + computers.network.router + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.iron + computers.network.router + electronics.smartphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.iron + electronics.smartphone + computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.toster,appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.iron + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.iron + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.toster,appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.iron + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.audio.headphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.personal.massager,appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.audio.headphone + electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.personal.massager,electronics.audio.headphone + appliances.iron + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.iron + appliances.kitchen.refrigerators,electronics.smartphone + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,8.0
electronics.tablet,electronics.audio.headphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,0.5,4.0
electronics.tablet,electronics.smartphone + appliances.iron + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,0.5,4.0
electronics.tablet,electronics.audio.headphone + electronics.smartphone + appliances.iron + appliances.kitchen.refrigerators,0.125,0.5,4.0
appliances.kitchen.toster,appliances.iron + appliances.personal.scales + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.personal.scales + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,appliances.iron + appliances.personal.scales + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.iron + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.iron + appliances.personal.scales + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.iron + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.washer,appliances.iron + computers.network.router + computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + computers.peripherals.mouse + computers.network.router + appliances.iron,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,appliances.iron + computers.network.router + electronics.smartphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.washer,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,appliances.iron + electronics.smartphone + computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.iron + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,8.0
appliances.personal.massager,appliances.iron + appliances.personal.scales + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.iron + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.iron + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
electronics.tablet,electronics.smartphone + appliances.iron + appliances.personal.scales + electronics.audio.headphone,0.125,0.5,4.0
computers.network.router,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
computers.network.router,appliances.iron + electronics.smartphone + computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
computers.network.router,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,1.0,8.0
computers.network.router,electronics.smartphone + appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.scanner,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
country_yard.weather_station,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.toster + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.kitchen.toster + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.kitchen.toster + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.kitchen.toster + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.toster + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + electronics.smartphone + appliances.kitchen.toster + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.kitchen.toster + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.personal.massager + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + electronics.smartphone + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.toster + appliances.personal.scales + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.personal.scales + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.toster + appliances.personal.scales + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.kitchen.toster + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.kitchen.toster + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.kitchen.toster + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.personal.scales + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.audio.headphone + appliances.personal.scales + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + appliances.personal.scales + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + electronics.audio.headphone + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,computers.peripherals.printer + appliances.personal.scales + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + electronics.audio.headphone + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,computers.peripherals.printer + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
appliances.kitchen.dishwasher,computers.peripherals.printer + appliances.personal.scales + electronics.audio.headphone + appliances.kitchen.hood,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + electronics.audio.headphone + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer,0.125,1.0,8.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + appliances.kitchen.washer + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.washer + electronics.audio.headphone + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + appliances.kitchen.washer + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.microwave + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.washer + electronics.audio.headphone + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,appliances.kitchen.microwave + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.microwave + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.washer + electronics.audio.headphone + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + computers.network.router + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.microwave,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.microwave + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.microwave + computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.microwave + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + computers.network.router + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + computers.network.router + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.audio.headphone + electronics.smartphone + computers.peripherals.mouse + computers.network.router,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + computers.peripherals.keyboard + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + computers.peripherals.keyboard + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + computers.peripherals.keyboard + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.keyboard + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.hood,appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,electronics.audio.headphone + computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,appliances.personal.scales + electronics.audio.headphone + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + computers.components.hdd + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + computers.peripherals.mouse + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.components.hdd + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + electronics.audio.headphone + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.components.hdd + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.kitchen.kettle,computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + electronics.audio.headphone + sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + computers.components.hdd + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + computers.components.hdd + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.components.hdd + electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + computers.network.router + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + computers.components.hdd + electronics.audio.headphone,0.125,0.5,4.0
